title,adult,genres,original_language,popularity,release_date,runtime,vote_count,actors,director,keywords,rounded_averages,num_genres,main_genre,num_actors,main_actor,release_year,log_vote_count,log_popularity,log_runtime
The Taming of the Shrewd,False,"['Romance', 'Comedy']",pl,33.352,2022-04-13,112.0,100.0,"['Magdalena Lamparska', 'Mikołaj Roznerski', 'Piotr Cyrwus', 'Tomasz Sapryk']",Unknown,"['friendship', 'strong woman', 'mountain', 'female friendship', 'man woman relationship', 'highlander', 'love', 'scientist', 'bee', 'poland', 'intrigue', 'financial problem', 'tatry', 'vixen', 'brother sister relationship', 'hate to love', 'spiritedness']",5.4,0.0,,0.0,,2022,4.61512051684126,3.536660241136425,4.727387818712341
Crossing Over,False,"['Crime', 'Drama']",en,13.259,2009-02-10,113.0,340.0,"['Harrison Ford', 'Ray Liotta', 'Alice Eve', 'Ashley Judd']",Unknown,"['immigrant', 'unfaithfulness', 'los angeles, california', 'extramarital affair', 'criminal investigation', 'murder investigation', 'honor killing']",6.1,0.0,,0.0,,2009,5.831882477283517,2.657388286299982,4.736198448394496
Digimon Adventure 02: The Beginning,False,"['Adventure', 'Animation', 'Fantasy']",ja,52.724,2023-04-01,87.0,7.0,"['Fukujuro Katayama', 'Junko Noda', 'Arthur Lounsbery', 'Naozumi Takahashi']",Unknown,"['monster', 'sequel', 'based on toy', 'anime', 'based on anime', 'animal sidekick', 'proxy battle', 'digimon']",6.6,0.0,,0.0,,2023,2.0794415416798357,3.983859829046829,4.477336814478207
Mojin: The Lost Legend,False,"['Action', 'Adventure', 'Fantasy']",zh,14.481,2015-12-18,127.0,209.0,"['Chen Kun', 'Huang Bo', 'Shu Qi', 'AngelaBaby']",Unknown,"['love triangle', 'past', 'flashback', 'zombie', 'tomb', 'grave robbing', 'treasure hunter', 'mojin']",6.3,0.0,,0.0,,2015,5.3471075307174685,2.7396134655583286,4.852030263919617
Malcolm X,False,"['Drama', 'History']",en,23.446,1992-11-18,202.0,1533.0,"['Denzel Washington', 'Angela Bassett', 'Albert Hall', 'Al Freeman Jr.']",Unknown,"['prison', 'new york city', 'police brutality', 'beach', 'assassination', 'muslim', 'police', 'ku klux klan', 'prison cell', 'koran', 'jail guard', 'bible', 'civil rights', 'islam', 'biography', 'martin luther king', 'nation of islam', 'mekka', 'pilgrimage', 'cabriolet', 'historical figure', 'based on memoir or autobiography', 'african american history']",7.5,0.0,,0.0,,1992,7.335633981927201,3.1964666033550713,5.313205979041787
Monster High: Scaris City of Frights,False,"['Animation', 'Fantasy']",en,15.951,2013-03-03,61.0,123.0,"['Salli Saffioti', 'Kate Higgins', 'Erin Fitzgerald', 'Cindy Robinson']",Unknown,[],7.8,0.0,,0.0,,2013,4.820281565605037,2.8303268291363493,4.127134385045092
Wall Street: Money Never Sleeps,False,"['Drama', 'Crime']",en,17.616,2010-09-20,133.0,1433.0,"['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin', 'Carey Mulligan']",Unknown,['duringcreditsstinger'],6.1,0.0,,0.0,,2010,7.2682230211595655,2.9240214259999906,4.897839799950911
Vivo,False,"['Animation', 'Family', 'Comedy']",en,21.504,2021-07-30,103.0,673.0,"['Lin-Manuel Miranda', 'Ynairaly Simo', 'Zoe Saldaña', 'Juan de Marcos González']",Unknown,"['musical', 'monkey', 'animal']",7.3,0.0,,0.0,,2021,6.513230110912307,3.113693071187556,4.6443908991413725
The Santa Clause 2,False,"['Fantasy', 'Comedy', 'Family']",en,18.328,2002-10-31,104.0,1227.0,"['Tim Allen', 'Elizabeth Mitchell', 'David Krumholtz', 'Eric Lloyd']",Unknown,"['magic', 'holiday', 'home', 'christmas party', 'son', 'santa claus', 'wish', 'saving christmas', 'sequel', 'christmas', 'parent teacher romance']",5.9,0.0,,0.0,,2002,7.113142108707088,2.9615548217524044,4.653960350157523
Popstar: Never Stop Never Stopping,False,"['Comedy', 'Music']",en,14.385,2016-06-03,86.0,1172.0,"['Andy Samberg', 'Jorma Taccone', 'Tim Meadows', 'Sarah Silverman']",Unknown,"['concert', 'musician', 'pop star', 'celebrity', 'mockumentary', 'record album']",6.6,0.0,,0.0,,2016,7.067319848653476,2.733393008774005,4.465908118654584
Maze Runner: The Scorch Trials,False,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",en,66.916,2015-09-09,131.0,9854.0,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Thomas Brodie-Sangster']",Unknown,"['based on novel or book', 'escape', 'resistance', 'dystopia', 'maze', 'post-apocalyptic future', 'infection', 'on the run', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'city ruin', 'immunity', 'based on young adult novel']",6.7,0.0,,0.0,,2015,9.19573421958682,4.218271647453765,4.882801922586371
A Bronx Tale,False,"['Drama', 'Crime']",en,35.668,1993-10-01,121.0,2247.0,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",Unknown,"['italian american', 'gambling', 'funeral', 'italian', 'parent child relationship', 'gangster', 'black people', 'loyalty', 'molotow cocktail', 'gang leader', 'nostalgia', 'game of dice', 'bus driver', 'mafia', 'best friend', 'witness to murder', 'hoodlum', 'xenophobia', 'bronx, new york city', 'father figure', '1960s', 'confession booth']",7.9,0.0,,0.0,,1993,7.717796211013582,3.601904440099529,4.804021044733257
Can You Keep a Secret?,False,"['Romance', 'Comedy']",en,14.256,2019-09-13,94.0,852.0,"['Alexandra Daddario', 'Tyler Hoechlin', 'Kimiko Glenn', 'Laverne Cox']",Unknown,['based on novel or book'],6.5,0.0,,0.0,,2019,6.748759547491679,2.724972868298118,4.553876891600541
Ricky Gervais: Armageddon,False,['Comedy'],en,15.907,2023-12-01,63.0,109.0,['Ricky Gervais'],Unknown,['stand-up comedy'],7.2,0.0,,0.0,,2023,4.700480365792417,2.8277277373548295,4.1588830833596715
Who Framed Roger Rabbit,False,"['Fantasy', 'Animation', 'Comedy', 'Crime']",en,44.786,1988-06-21,104.0,5333.0,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']",Unknown,"['based on novel or book', 'falsely accused', 'movie business', 'innocence', 'suspicion of murder', 'cartoon', 'mental breakdown', 'whodunit', 'los angeles, california', 'love sickness', 'private detective', 'movie star', 'cartoon rabbit', 'neo-noir', '1940s', 'live action and animation']",7.5,0.0,,0.0,,1988,8.58185670474196,3.823978367535551,4.653960350157523
North by Northwest,False,"['Mystery', 'Thriller', 'Adventure']",en,28.52,1959-07-08,136.0,3850.0,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']",Unknown,"['new york city', 'assassination', 'undercover agent', 'espionage', 'spy', 'mistaken identity', 'deception', 'romance', 'fugitive', 'on the run', 'advertising', 'framed', 'on the road', 'government agent', 'road movie', 'framed for murder', 'trains', 'cold war era', 'adventure', 'man on the run', 'couple on the run', 'moral relativism']",8.0,0.0,,0.0,,1959,8.25608813381491,3.385067999732272,4.919980925828125
The Double Life of My Billionaire Husband,False,"['Romance', 'Drama']",en,19.385,2023-10-06,134.0,3.0,"['Jarred Harper', 'Avery Lynch', 'Molly Anderson', 'Ben Formella']",Unknown,[],9.0,0.0,,0.0,,2023,1.3862943611198906,3.0147993362712167,4.90527477843843
Spellbound,False,"['Thriller', 'Mystery', 'Romance', 'Drama']",en,15.79,1945-11-08,111.0,828.0,"['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov', 'Leo G. Carroll']",Unknown,"['amnesia', 'sigmund freud', 'insane asylum', 'psychologist', 'black and white', 'freud', 'freudian']",7.4,0.0,,0.0,,1945,6.720220155135295,2.8207834710894493,4.718498871295094
War of the Worlds: The Attack,False,"['Science Fiction', 'Mystery', 'Thriller']",en,52.035,2023-04-21,87.0,145.0,"['Sam Gittins', 'Vincent Regan', 'Lara Lemon', 'Alhaji Fofana']",Unknown,"['planet mars', 'space war', 'evil alien', 'planet invasion', 'alien conspiracy', 'war of the worlds']",5.2,0.0,,0.0,,2023,4.983606621708336,3.9709520729574335,4.477336814478207
Playing with Fire,False,"['Family', 'Comedy']",en,15.233,2019-11-08,96.0,632.0,"['John Cena', 'Keegan-Michael Key', 'John Leguizamo', 'Tyler Mane']",Unknown,['firefighter'],6.7,0.0,,0.0,,2019,6.450470422144176,2.787046207328708,4.574710978503383
Under Siege,False,"['Action', 'Thriller']",en,22.379,1992-10-08,103.0,1429.0,"['Steven Seagal', 'Tommy Lee Jones', 'Gary Busey', 'Erika Eleniak']",Unknown,"['martial arts', 'war ship', 'mercenary', 'nuclear missile', 'u.s. navy', 'hostage-taking', 'terrorism', 'one against many', 'battleship', 'action hero', 'good versus evil']",6.3,0.0,,0.0,,1992,7.265429723253953,3.1518381835295335,4.6443908991413725
Brian Banks,False,['Drama'],en,21.97,2019-08-09,99.0,197.0,"['Aldis Hodge', 'Greg Kinnear', 'Tiffany Dupont', 'Sherri Shepherd']",Unknown,"['sports', 'biography']",7.2,0.0,,0.0,,2019,5.288267030694535,3.134189016701007,4.605170185988092
Flee the Light,False,"['Horror', 'Thriller']",en,56.826,2022-02-15,81.0,2.0,"['Annie Tuma', 'Ariana Marquis', 'Jamar Adams-Thompson', 'Jane Siberry']",Unknown,"['reincarnation', 'mystical']",2.0,0.0,,0.0,,2022,1.0986122886681098,4.0574385015261205,4.406719247264253
Sergeant Rutledge,False,['Western'],en,13.257,1960-05-25,111.0,109.0,"['Jeffrey Hunter', 'Woody Strode', 'Constance Towers', 'Billie Burke']",Unknown,"['rape', 'court martial']",7.1,0.0,,0.0,,1960,4.700480365792417,2.6572480141718238,4.718498871295094
Blood Red Sky,False,"['Horror', 'Thriller', 'Action']",de,21.947,2021-07-23,123.0,1420.0,"['Peri Baumeister', 'Carl Anton Koch', 'Kais Setti', 'Alexander Scheer']",Unknown,"['germany', 'vampire', 'flashback', 'murder', 'airplane hijacking', 'dead dog', 'terrorist attack', 'told in flashback', 'barking dog', 'blood sucking', 'flight attendant', 'shooting dog', 'mother son relationship', 'plane', 'hijacked flight']",6.9,0.0,,0.0,,2021,7.259116128097101,3.1331872090078385,4.820281565605037
Ozzy,False,"['Animation', 'Family']",es,14.001,2016-10-14,90.0,156.0,"['Guillermo Romero', 'Dani Rovira', 'José Mota', 'Carlos Areces']",Unknown,"['dog', 'beagle']",6.0,0.0,,0.0,,2016,5.056245805348308,2.7081168655467533,4.51085950651685
Pixels,False,"['Action', 'Comedy', 'Science Fiction']",en,42.98,2015-07-16,105.0,7190.0,"['Adam Sandler', 'Kevin James', 'Michelle Monaghan', 'Peter Dinklage']",Unknown,"['new york city', 'london, england', 'usa president', 'washington dc, usa', 'video game', 'nerd', 'gamer', 'single mother', 'alien invasion', 'divorcee', 'centipede', 'childhood friends', 'military', 'gaming', 'divorced man', 'alien attack', '1980s', 'cable guy', 'live action and animation', 'donkey kong', 'darpa', 'taj mahal, india', 'guam', 'arcade game', 'world war', 'alternative world', 'old school', 'based on short film', 'aliens', 'pattern', 'best friends', 'pixelation', 'video arcade', 'space invaders', 'galaga', 'pac-man']",5.7,0.0,,0.0,,2015,8.880585523102495,3.783734985126615,4.663439094112067
Fortress: Sniper's Eye,False,"['Action', 'Thriller', 'Crime']",en,20.111,2022-04-29,87.0,146.0,"['Chad Michael Murray', 'Bruce Willis', 'Jesse Metcalfe', 'Kelly Greyson']",Unknown,[],5.4,0.0,,0.0,,2022,4.990432586778736,3.0497942316525215,4.477336814478207
Paws of Fury: The Legend of Hank,False,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",en,21.367,2022-07-14,94.0,266.0,"['Michael Cera', 'Samuel L. Jackson', 'Ricky Gervais', 'Kylie Kuioka']",Unknown,"['japan', 'samurai', 'remake', 'racism', 'cartoon cat', 'tyrant', 'sumo', 'cartoon dog', 'aftercreditsstinger', 'duringcreditsstinger', 'fury', 'good versus evil']",6.7,0.0,,0.0,,2022,5.58724865840025,3.1075866583281333,4.553876891600541
Scary Movie 4,False,['Comedy'],en,37.062,2006-04-12,83.0,3080.0,"['Anna Faris', 'Regina Hall', 'Craig Bierko', 'Bill Pullman']",Unknown,"['haunted house', 'haunting', 'parody', 'alien life-form', 'riesen-ipod', 'crude humor', 'spoof', 'conflict', 'horror spoof', 'alien invasion', 'family', 'horror parody', 'dumb blonde']",5.5,0.0,,0.0,,2006,8.033009498596668,3.6392164090948356,4.430816798843313
Lockout,False,"['Action', 'Thriller', 'Science Fiction']",en,18.928,2012-04-12,95.0,1734.0,"['Guy Pearce', 'Maggie Grace', 'Vincent Regan', 'Joseph Gilgun']",Unknown,"['future', 'usa president', 'anti hero', 'dementia', 'space', 'convict', 'interrogation', 'space station', 'collision in space', '2070s']",5.9,0.0,,0.0,,2012,7.45876269238096,2.9921257779598793,4.564348191467836
The Rookie,False,"['Action', 'Crime', 'Drama', 'Thriller']",en,14.379,1990-12-07,120.0,496.0,"['Clint Eastwood', 'Charlie Sheen', 'Raúl Juliá', 'Sônia Braga']",Unknown,['rookie cop'],5.9,0.0,,0.0,,1990,6.208590026096629,2.7330029424577864,4.795790545596741
Mickey's Once Upon a Christmas,False,"['Animation', 'Family', 'Comedy']",en,19.889,1999-10-31,66.0,622.0,"['Kelsey Grammer', 'Wayne Allwine', 'Russi Taylor', 'Tony Anselmo']",Unknown,"['winter', 'anthology', 'time loop', 'snowing', 'woman director', 'christmas']",7.1,0.0,,0.0,,1999,6.434546518787453,3.039222704628519,4.204692619390966
Bewitched,False,"['Comedy', 'Fantasy', 'Romance']",en,14.165,2005-06-21,102.0,1470.0,"['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine']",Unknown,"['witch', 'enchantment', 'falling in love', 'woman director']",5.0,0.0,,0.0,,2005,7.293697720601438,2.7189901411405444,4.634728988229636
100 Rifles,False,"['Adventure', 'Action', 'Western', 'War']",en,34.198,1969-03-26,110.0,85.0,"['Jim Brown', 'Raquel Welch', 'Burt Reynolds', 'Fernando Lamas']",Unknown,"['mexico', 'based on novel or book', 'bank robber', 'lawman\xa0', 'wanted man', 'mexican army', 'rebel leader', '1910s', 'phoenix, arizona', 'indigenous mexicans', 'yaqui indan', 'period film', 'african american', 'bounty', 'western', 'sonara, mexico', '1912']",5.8,0.0,,0.0,,1969,4.454347296253507,3.560989262808019,4.709530201312334
The Neon Demon,False,"['Thriller', 'Horror']",en,15.57,2016-05-31,118.0,3583.0,"['Elle Fanning', 'Karl Glusman', 'Jena Malone', 'Bella Heathcote']",Unknown,"['jealousy', 'photographer', 'psychopath', 'obsession', 'necrophilia', 'motel', 'narcissism', 'manipulation', 'seduction', 'surrealism', 'swimming pool', 'murder', 'fame', 'teenage girl', 'los angeles, california', 'bathtub', 'lust', 'model', 'cannibal', 'fashion', 'eyeball', 'mortuary', 'body image', 'neon light', 'violence']",6.5,0.0,,0.0,,2016,8.18423477409482,2.8075938314384716,4.77912349311153
Redeeming Love,False,"['Romance', 'Drama', 'Western']",en,57.082,2022-01-21,134.0,368.0,"['Abigail Cowen', 'Tom Lewis', 'Eric Dane', 'Famke Janssen']",Unknown,"['california', 'rape', 'prayer', 'love at first sight', 'gold rush', 'evangelical christianity', 'incest', 'self-doubt', 'misogyny', 'brothel madam', '19th century', 'self reflection', 'child prostitution', 'child selling', 'misandry', 'christian film', 'christian faith', 'biblical', '1850s', 'hosea']",7.9,0.0,,0.0,,2022,5.910796644040527,4.061855805185369,4.90527477843843
LUPIN THE 3rd vs. CAT'S EYE,False,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime']",ja,18.728,2023-01-26,92.0,86.0,"['Kanichi Kurita', 'Akio Otsuka', 'Miyuki Sawashiro', 'Daisuke Namikawa']",Unknown,['anime'],6.1,0.0,,0.0,,2023,4.465908118654584,2.9820389464219885,4.532599493153256
Pokémon the Movie: Secrets of the Jungle,False,"['Animation', 'Adventure', 'Family', 'Fantasy']",ja,29.929,2020-12-25,101.0,151.0,"['Rica Matsumoto', 'Ikue Otani', 'Moka Kamishiraishi', 'Megumi Hayashibara']",Unknown,"['pocket monsters', 'based on video game', 'anime']",7.2,0.0,,0.0,,2020,5.0238805208462765,3.4316942551041594,4.624972813284271
Mighty Aphrodite,False,"['Comedy', 'Romance']",en,16.508,1995-09-13,95.0,620.0,"['Mira Sorvino', 'Helena Bonham Carter', 'F. Murray Abraham', 'Donald Symington']",Unknown,"['prostitute', 'adoption', 'adoptive father', 'childlessness', 'looking for  birth parents', 'adoptive mother', 'illegal prostitution', 'child']",6.7,0.0,,0.0,,1995,6.431331081933479,2.8626579193286488,4.564348191467836
15 Minutes,False,"['Action', 'Crime', 'Thriller']",en,13.155,2001-03-01,120.0,665.0,"['Robert De Niro', 'Edward Burns', 'Kelsey Grammer', 'Avery Brooks']",Unknown,"['prison', 'new york city', 'prisoner', 'airport', 'police', 'detective', 'paranoia', 'revenge', 'fear', 'criminal', 'police detective', 'death', 'nypd', 'news report']",5.9,0.0,,0.0,,2001,6.501289670540389,2.6500679185638627,4.795790545596741
Bambi II,False,"['Animation', 'Drama', 'Family']",en,17.274,2006-01-26,72.0,928.0,"['Alexander Gould', 'Patrick Stewart', 'Brendon Baerg', 'Nicky Jones']",Unknown,"['based on novel or book', 'parent child relationship', 'loss of loved one', 'bullying', 'relationship problems', 'sequel', 'animal', 'fawn', 'cartoon deer']",6.5,0.0,,0.0,,2006,6.834108738813838,2.905479284576429,4.290459441148391
Close Your Eyes,False,"['Drama', 'Mystery']",es,15.505,2023-08-16,169.0,39.0,"['Manolo Solo', 'Jose Coronado', 'Ana Torrent', 'Petra Martínez']",Unknown,[],6.6,0.0,,0.0,,2023,3.6888794541139363,2.8036633653051566,5.135798437050262
The Wages of Fear,False,"['Drama', 'Thriller', 'Adventure']",fr,17.551,1953-04-22,148.0,842.0,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli']",Unknown,"['petrol', 'fire', 'life and death', 'unsociability', 'central and south america', 'venezuela', 'tanker', 'nitroglycerin', 'truck', 'oil', 'on the road', 'driver']",8.0,0.0,,0.0,,1953,6.736966958001855,2.920523695956236,5.003946305945459
The Pink Panther,False,"['Comedy', 'Mystery', 'Crime', 'Adventure', 'Family']",en,23.544,2006-02-10,93.0,1819.0,"['Steve Martin', 'Jean Reno', 'Kevin Kline', 'Beyoncé']",Unknown,"['robbery', 'france', 'paris, france', 'diamond', 'investigation', 'inspector', 'football (soccer)', 'killer', 'clouseau', 'murder hunt']",5.8,0.0,,0.0,,2006,7.506591780070841,3.2004674251848457,4.543294782270004
Kate,False,['Action'],en,13.424,2021-09-10,106.0,1364.0,"['Mary Elizabeth Winstead', 'Miku Martineau', 'Woody Harrelson', 'Tadanobu Asano']",Unknown,"['japan', 'assassin', 'radiation', 'poison', 'revenge', 'female assassin', 'tokyo, japan', 'vengeance']",6.7,0.0,,0.0,,2021,7.21890970761906,2.668893485901016,4.672828834461906
The Man Who Killed Don Quixote,False,"['Adventure', 'Comedy']",en,13.157,2018-05-19,133.0,968.0,"['Adam Driver', 'Jonathan Pryce', 'Stellan Skarsgård', 'Jordi Mollà']",Unknown,"['spain', 'based on novel or book', 'director', 'filmmaking', 'don quixote']",6.8,0.0,,0.0,,2018,6.876264611890766,2.65020920141236,4.897839799950911
Awareness,False,"['Science Fiction', 'Mystery', 'Thriller', 'Action']",es,41.333,2023-03-16,112.0,130.0,"['Carlos Scholz', 'Pedro Alonso', 'María Pedraza', 'Óscar Jaenada']",Unknown,[],5.8,0.0,,0.0,,2023,4.875197323201151,3.7455669237437332,4.727387818712341
Club Dread,False,"['Comedy', 'Horror']",en,13.12,2004-02-27,104.0,345.0,"['Kevin Heffernan', 'Brittany Daniel', 'Bill Paxton', 'Steve Lemme']",Unknown,"['island', 'machete', 'beautiful woman', 'serial killer', 'slasher spoof', 'murder hunt']",5.2,0.0,,0.0,,2004,5.846438775057725,2.647592232065096,4.653960350157523
The Innocents,False,"['Horror', 'Drama', 'Fantasy']",no,17.732,2021-09-03,117.0,500.0,"['Rakel Lenora Fløttum', 'Alva Brynsmo Ramstad', 'Sam Ashraf', 'Mina Yasmin Bremseth Asheim']",Unknown,"['telepathy', 'autism', 'child murder', 'mentalism', ""children's perspectives""]",7.0,0.0,,0.0,,2021,6.2166061010848646,2.9302332913212954,4.770684624465665
Animal Crackers,False,"['Comedy', 'Animation', 'Adventure']",en,13.032,2017-06-23,105.0,174.0,"['Emily Blunt', 'John Krasinski', 'Lydia Rose Taylor', 'Ian McKellen']",Unknown,"['magic', 'circus', 'animal']",6.3,0.0,,0.0,,2017,5.1647859739235145,2.6413404356298273,4.663439094112067
Canon (Fidelidad al límite),False,['Drama'],es,16.186,2014-03-21,108.0,13.0,"['Mariana Seoane', 'Plutarco Haza', 'Humberto Zurita', 'Mónica Dionne']",Unknown,[],4.3,0.0,,0.0,,2014,2.6390573296152584,2.844095098891031,4.6913478822291435
It's a Wonderful Knife,False,"['Horror', 'Comedy']",en,27.167,2023-11-10,87.0,65.0,"['Jane Widdop', 'Jess McLeod', 'Joel McHale', 'Katharine Isabelle']",Unknown,"['holiday', 'slasher', 'lgbt', 'christmas', 'death of best friend', 'meta', 'holiday horror']",5.2,0.0,,0.0,,2023,4.189654742026425,3.33815107994452,4.477336814478207
Detective Conan: The Private Eyes' Requiem,False,"['Animation', 'Mystery']",ja,13.368,2006-04-15,110.0,124.0,"['Minami Takayama', 'Kappei Yamaguchi', 'Wakana Yamazaki', 'Akira Kamiya']",Unknown,[],7.0,0.0,,0.0,,2006,4.8283137373023015,2.665003511559844,4.709530201312334
Tenacious D in The Pick of Destiny,False,"['Comedy', 'Music']",en,17.152,2006-11-22,93.0,1472.0,"['Jack Black', 'Kyle Gass', 'JR Reed', 'Ronnie James Dio']",Unknown,"[""rock 'n' roll"", 'guitar', 'rock star', 'music competition', 'satan', 'devil']",6.7,0.0,,0.0,,2006,7.29505641646263,2.8987807474775407,4.543294782270004
Next,False,"['Action', 'Science Fiction', 'Thriller']",en,24.145,2007-04-25,96.0,2793.0,"['Nicolas Cage', 'Julianne Moore', 'Jessica Biel', 'Thomas Kretschmann']",Unknown,"['fortune teller', 'religion and supernatural', 'paranormal phenomena', 'time travel', 'time loop', 'terrorism', 'based on short story', 'duringcreditsstinger', 'vision of the future']",6.1,0.0,,0.0,,2007,7.935229539816907,3.224659069623928,4.574710978503383
Fat Ass Zombies,False,"['Horror', 'Comedy']",en,15.172,2020-02-18,88.0,58.0,"['Kayla Vosburg', 'Gregg Daniel', 'Kristen Renton', 'Sondra Currie']",Unknown,[],4.9,0.0,,0.0,,2020,4.07753744390572,2.7832813517785246,4.48863636973214
No One Gets Out Alive,False,"['Horror', 'Thriller', 'Mystery']",en,20.818,2021-09-29,85.0,589.0,"['Cristina Rodlo', 'Marc Menchaca', 'David Figlioli', 'Claudia Coulter']",Unknown,"['immigrant', 'based on novel or book', 'haunted house', 'boarding house']",5.9,0.0,,0.0,,2021,6.380122536899765,3.082735317175565,4.454347296253507
Four Rooms,False,['Comedy'],en,15.82,1995-12-09,98.0,2503.0,"['Tim Roth', 'Jennifer Beals', 'Antonio Banderas', 'Valeria Golino']",Unknown,"['hotel', ""new year's eve"", 'witch', 'bet', 'sperm', 'hotel room', 'anthology', 'los angeles, california', 'hoodlum', 'multiple storylines', 'woman director']",5.8,0.0,,0.0,,1995,7.825644732219989,2.822568654544802,4.59511985013459
Aquaman,False,"['Action', 'Adventure', 'TV Movie']",en,19.401,2006-07-24,42.0,31.0,"['Justin Hartley', 'Denise Quiñones', 'Ving Rhames', 'Adrianne Palicki']",Unknown,"['superhero', 'based on comic', 'super power']",6.0,0.0,,0.0,,2006,3.4657359027997265,3.015583919256592,3.7612001156935624
Balto II: Wolf Quest,False,"['Family', 'Animation', 'Adventure']",en,14.796,2002-02-19,75.0,500.0,"['Maurice LaMarche', 'Jodi Benson', 'Lacey Chabert', 'David Carradine']",Unknown,[],6.3,0.0,,0.0,,2002,6.2166061010848646,2.759756743424403,4.330733340286331
"The Beast from 20,000 Fathoms",False,"['Drama', 'Horror', 'Science Fiction']",en,16.529,1953-06-13,80.0,167.0,"['Paul Hubschmid', 'Paula Raymond', 'Cecil Kellaway', 'Kenneth Tobey']",Unknown,"['new york city', 'atomic bomb', 'giant monster', 'arctic polar circle region', 'radioactivity', 'stop motion', 'dinosaur', 'black and white', 'sea monster', 'based on short story']",6.6,0.0,,0.0,,1953,5.123963979403259,2.86385665224041,4.394449154672439
Jimmy Timmy Power Hour,False,"['Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie', 'Science Fiction']",en,50.797,2004-05-07,50.0,59.0,"['Debi Derryberry', 'Tara Strong', 'Megan Cavanagh', 'Mark DeCarlo']",Unknown,[],6.8,0.0,,0.0,,2004,4.0943445622221,3.9473322325303806,3.9318256327243257
Detective Conan: Black Iron Submarine,False,"['Animation', 'Action', 'Crime', 'Mystery']",ja,28.169,2023-04-14,110.0,67.0,"['Minami Takayama', 'Wakana Yamazaki', 'Rikiya Koyama', 'Megumi Hayashibara']",Unknown,['anime'],6.7,0.0,,0.0,,2023,4.219507705176107,3.37310650149563,4.709530201312334
Resurrected,False,"['Horror', 'Science Fiction']",en,30.151,2023-04-27,90.0,47.0,"['Dave Davis', 'Karli Hall', 'Erika Chase', 'Kristen Ariza']",Unknown,['found footage'],6.2,0.0,,0.0,,2023,3.871201010907891,3.4388463474469124,4.51085950651685
Café de Flore,False,"['Drama', 'Romance']",fr,14.178,2011-11-17,121.0,161.0,"['Vanessa Paradis', 'Kevin Parent', 'Hélène Florent', 'Evelyne Brochu']",Unknown,"['down syndrome', 'montreal, canada', 'divorced', 'couple', 'nonlinear timeline', 'divorced man', 'divorced father', 'multiple story line', 'divorced parents', 'divorced mother']",6.9,0.0,,0.0,,2011,5.087596335232384,2.719847010981721,4.804021044733257
Bubble,False,"['Animation', 'Adventure', 'Science Fiction', 'Fantasy', 'Romance']",ja,19.218,2022-02-14,101.0,370.0,"['Jun Shison', 'Riria', 'Alice Hirose', 'Mamoru Miyano']",Unknown,"['adolescence', 'disaster', 'battle', 'gravity', 'anime', 'watch on youtalkies']",7.4,0.0,,0.0,,2022,5.916202062607435,3.0065732967318657,4.624972813284271
Exorcist II: The Heretic,False,"['Drama', 'Horror', 'Thriller']",en,20.776,1977-06-17,118.0,659.0,"['Richard Burton', 'Linda Blair', 'Louise Fletcher', 'Max von Sydow']",Unknown,"['1970s', 'religion and supernatural', 'exorcism', 'possession', 'hypnosis', 'pact with the devil', 'sequel', 'examination', 'priest', 'devil', 'catholic church', 'demonic possession', 'locust', 'faith healing', 'supernatural horror']",4.5,0.0,,0.0,,1977,6.492239835020471,3.0808084459091103,4.77912349311153
Cold Creek Manor,False,"['Mystery', 'Thriller']",en,19.615,2003-09-19,118.0,450.0,"['Dennis Quaid', 'Sharon Stone', 'Stephen Dorff', 'Juliette Lewis']",Unknown,['country house'],5.4,0.0,,0.0,,2003,6.111467339502679,3.0260189661588632,4.77912349311153
The Intruder,False,['Thriller'],en,13.985,2019-05-03,102.0,540.0,"['Michael Ealy', 'Joseph Sikora', 'Meagan Good', 'Alvina August']",Unknown,"['california', 'psychopath', 'widow', 'country house', 'thanksgiving', 'stalker', 'deer', 'murder', 'christmas lights', 'voyeur', 'christmas', 'intruder', 'napa valley']",6.1,0.0,,0.0,,2019,6.293419278846481,2.7070497007686263,4.634728988229636
Call Boy,False,['Drama'],ja,21.479,2018-04-06,119.0,40.0,"['Tori Matsuzaka', 'Ami Tomite', 'Yuki Sakurai', 'Yū Koyanagi']",Unknown,"['based on novel or book', 'unrequited love', 'male prostitute', 'prostitution', 'older woman younger man relationship', 'bdsm', 'sex industry', 'oedipus complex', 'self-harm']",6.6,0.0,,0.0,,2018,3.713572066704308,3.112581540050283,4.787491742782046
