id,title,adult,genres,original_language,popularity,release_date,runtime,vote_average,vote_count,actors,director,keywords,release_year,num_genres,main_genre,num_actors,main_actor,rounded_averages,log_vote_count,log_popularity,log_runtime
10229,A Walk to Remember,False,"['Drama', 'Romance']",en,38.182,2002-01-25,101,7.748,3876,"['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah']",Adam Shankman,"['high school', 'based on novel or book', 'theatre group', 'north carolina', 'romance', 'coming of age', 'cancer', 'tragic love', ""valentine's day"", 'star crossed lovers', 'teen drama']",2002,2,Drama,4,Mandy Moore,7.7,8.262816937670928,3.6682174576658406,4.624972813284271
1062807,SPY x FAMILY CODE: White,False,"['Animation', 'Comedy', 'Adventure', 'Action']",ja,38.17,2023-12-22,110,6.2,3,"['Takuya Eguchi', 'Atsumi Tanezaki', 'Saori Hayami', 'Kenichirou Matsuda']",Takashi Katagiri,"['espionage', 'spy', 'female assassin', 'based on manga', 'family', 'shounen', 'anime']",2023,4,Animation,4,Takuya Eguchi,6.2,1.3862943611198906,3.66791114767774,4.709530201312334
14411,Sinbad: Legend of the Seven Seas,False,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",en,38.15,2003-07-02,90,6.947,1929,"['Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes']",Tim Johnson,"['prince', 'water monster', 'goddess', 'sailor', 'arabian nights', '8th century']",2003,6,Family,4,Brad Pitt,6.9,7.5652752818989315,3.667400422436812,4.51085950651685
648579,The Unbearable Weight of Massive Talent,False,"['Action', 'Comedy', 'Crime']",en,38.146,2022-04-20,107,6.789,1701,"['Nicolas Cage', 'Pedro Pascal', 'Sharon Horgan', 'Ike Barinholtz']",Tom Gormican,"['cia', 'undercover', 'screenplay', 'birthday party', 'drug lord', 'struggling actor', 'father daughter relationship', 'actor playing themself']",2022,3,Action,4,Nicolas Cage,6.8,7.43955930913332,3.6672982460803323,4.68213122712422
9319,The Last Boy Scout,False,"['Action', 'Thriller']",en,38.112,1991-12-13,105,6.8,1730,"['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']",Tony Scott,"['sniper', 'assassin', 'corruption', 'bomb', 'anti hero', 'cocaine', 'senator', 'puppet', 'cynicism', 'strip club', 'swimming pool', 'dysfunctional marriage', 'los angeles, california', 'police detective', 'buddy', 'alcoholic', 'private detective', 'bribery', 'frame up', 'exotic dancer', 'child kidnapping']",1991,2,Action,4,Bruce Willis,6.8,7.456454555176209,3.6664293252763445,4.663439094112067
13002,Barbie in The 12 Dancing Princesses,False,"['Animation', 'Family']",en,38.077,2006-09-19,82,7.637,1094,"['Kelly Sheridan', ""Catherine O'Hara"", 'Christopher Gaze', 'Nicole Oliver']",Greg Richardson,"['princess', 'dance', 'sibling relationship', 'ballet', 'based on toy', 'sister sister relationship']",2006,2,Animation,4,Kelly Sheridan,7.6,6.9985096422506015,3.6655340586189444,4.418840607796598
1175959,The Swan Princess: Far Longer Than Forever,False,"['Animation', 'Family', 'Adventure']",en,38.058,2023-09-19,81,5.143,7,"['Nina Herzog', 'Yuri Lowenthal']",Richard Rich,"['princess', 'family issues']",2023,3,Animation,2,Nina Herzog,5.1,2.0794415416798357,3.6650477208605907,4.406719247264253
194662,Birdman or (The Unexpected Virtue of Ignorance),False,"['Drama', 'Comedy']",en,38.046,2014-10-17,120,7.468,12344,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton']",Alejandro González Iñárritu,"['new york city', 'midlife crisis', 'superhero', 'dark comedy', 'times square', 'marijuana', 'broadway', 'magic realism', 'city life', 'father daughter relationship']",2014,2,Drama,4,Michael Keaton,7.5,9.42100640177928,3.6647404382606106,4.795790545596741
277217,Descendants,False,"['Family', 'Music', 'Adventure', 'Comedy', 'Fantasy', 'TV Movie']",en,38.017,2015-07-31,112,7.115,2198,"['Dove Cameron', 'Cameron Boyce', 'Booboo Stewart', 'Sofia Carson']",Kenny Ortega,"['witch', 'high school', 'magic', 'fairy tale', 'villain', 'teen movie', 'fairy godmother', 'teenage protagonist', 'maleficent']",2015,6,Family,4,Dove Cameron,7.1,7.695757990554761,3.663997448589855,4.727387818712341
71668,Piranha 3DD,False,"['Horror', 'Thriller', 'Comedy']",en,38.008,2012-05-11,83,4.332,972,"['Danielle Panabaker', 'Matt Bush', 'Katrina Bowden', 'Jean-Luc Bilodeau']",John Gulager,"['animal attack', 'sequel', 'breast', 'creature', 'water park', 'piranha', 'duringcreditsstinger']",2012,3,Horror,4,Danielle Panabaker,4.3,6.880384082186005,3.663766753298861,4.430816798843313
107846,Escape Plan,False,"['Action', 'Thriller']",en,37.955,2013-10-09,115,6.7,4901,"['Sylvester Stallone', 'Arnold Schwarzenegger', 'Jim Caviezel', '50 Cent']",Mikael Håfström,"['prison', 'ship', 'prisoner', 'escape', 'prison escape']",2013,2,Action,4,Sylvester Stallone,6.7,8.497398564088058,3.6624071337828212,4.7535901911063645
11247,A Cinderella Story,False,"['Comedy', 'Family', 'Romance']",en,37.938,2004-07-16,95,6.538,3059,"['Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge', 'Dan Byrd']",Mark Rosman,"['high school', 'work', 'jealousy', 'american football', 'stepmother', 'school party', 'orphan', 'disguise', 'teenage romance', 'stepsister', 'modern fairy tale']",2004,3,Comedy,4,Hilary Duff,6.5,8.026170194946426,3.6619706375567187,4.564348191467836
339403,Baby Driver,False,"['Action', 'Crime']",en,37.907,2017-06-28,113,7.449,14926,"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm']",Edgar Wright,"['robbery', 'waitress', 'atlanta', 'crime boss', 'romance', 'heist', 'getaway car', 'on the run', 'shootout', 'bank robbery', 'getaway driver', 'sign languages', 'armed robbery', 'hearing impaired']",2017,2,Action,4,Ansel Elgort,7.4,9.61092693263324,3.661174183021714,4.736198448394496
267935,The BFG,False,"['Adventure', 'Family', 'Fantasy']",en,37.866,2016-06-01,117,6.251,3207,"['Mark Rylance', 'Ruby Barnhill', 'Rebecca Hall', 'Jemaine Clement']",Steven Spielberg,"['london, england', 'england', 'queen', 'little girl', 'orphan', 'cannibal', ""based on children's book"", 'giant', 'evil brother', 'live action remake']",2016,3,Adventure,4,Mark Rylance,6.3,8.073402968986406,3.6601198324425117,4.770684624465665
139038,A Haunted House,False,"['Comedy', 'Horror']",en,37.858,2013-01-11,86,5.868,1760,"['Marlon Wayans', 'Essence Atkins', 'Nick Swardson', 'Cedric the Entertainer']",Michael Tiddes,"['ghostbuster', 'haunted house', 'parody', 'crude humor', 'spoof', 'horror spoof', 'fake documentary', 'demonic possession', 'found footage', 'paranormal activity', 'duringcreditsstinger', 'spooky house', 'horror parody']",2013,2,Comedy,4,Marlon Wayans,5.9,7.473637108496206,3.659913975820921,4.465908118654584
1149381,Soulcatcher,False,['Action'],pl,37.831,2023-08-02,99,6.494,248,"['Piotr Witkowski', 'Jacek Koman', 'Jacek Poniedziałek', 'Mariusz Bonaszewski']",Daniel Markowicz,['soulcatcher'],2023,1,Action,4,Piotr Witkowski,6.5,5.517452896464707,3.6592188966955095,4.605170185988092
107257,A Perfect Ending,False,"['Drama', 'Romance']",en,37.828,2012-06-01,110,6.1,112,"['Barbara Niven', 'Jessica Clark', 'John Heard', 'Morgan Fairchild']",Nicole Conn,"['female homosexuality', 'lgbt', 'woman director', 'lesbian']",2012,2,Drama,4,Barbara Niven,6.1,4.727387818712341,3.6591416358499798,4.709530201312334
198436,Antboy,False,"['Comedy', 'Adventure', 'Family']",da,37.822,2013-09-07,77,5.635,137,"['Oscar Dietz', 'Amalie Kruse Jensen', 'Samuel Ting Graf', 'Nicolas Bro']",Ask Hasselbalch,"['denmark', 'peace', 'superhero', 'bug', 'childhood', 'evil bug', 'fleas', 'teen superhero']",2013,3,Comedy,4,Oscar Dietz,5.6,4.927253685157205,3.6589870962488997,4.356708826689592
779782,The School for Good and Evil,False,"['Fantasy', 'Comedy', 'Adventure', 'Drama']",en,37.819,2022-10-19,146,7.084,1097,"['Sofia Wylie', 'Sophia Anne Caruso', 'Kerry Washington', 'Charlize Theron']",Paul Feig,"['school of witchcraft', 'school', 'based on young adult novel', 'good versus evil', 'teenager']",2022,4,Fantasy,4,Sofia Wylie,7.1,7.001245622069476,3.658909817491504,4.990432586778736
76163,The Expendables 2,False,"['Action', 'Adventure', 'Thriller']",en,37.796,2012-08-08,103,6.333,6433,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren']",Simon West,"['airplane', 'loss of loved one', 'airplane crash', 'beard', 'wisecrack humor', 'airport lounge', 'asian woman']",2012,3,Action,4,Sylvester Stallone,6.3,8.769351707798972,3.6583171485312964,4.6443908991413725
311,Once Upon a Time in America,False,"['Drama', 'Crime']",en,37.79,1984-05-23,229,8.425,5048,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']",Sergio Leone,"['new york city', 'regret', 'lovesickness', 'rape', 'life and death', 'sexual abuse', 'street gang', 'corruption', 'based on novel or book', 'prohibition era', 'gangster', 'sadistic', 'money laundering', 'opium', 'mafia boss', 'murder', 'memory', 'jewish american', 'torture', 'brooklyn bridge', 'childhood friends', '1920s', '1960s', '1930s']",1984,2,Drama,4,Robert De Niro,8.4,8.526945482858915,3.6581624814518756,5.438079308923196
778552,The Penitent Thief,False,"['Drama', 'Fantasy']",en,37.774,2021-02-25,93,6.1,23,"['Kevin Sorbo', 'James Russo', 'Major Dodge', 'Stelio Savante']",Lucas Miles,"['king herod', 'jesus christ', 'christian film', 'independent film']",2021,2,Drama,4,Kevin Sorbo,6.1,3.1780538303479458,3.6577499189170157,4.543294782270004
162,Edward Scissorhands,False,"['Fantasy', 'Drama', 'Romance']",en,37.773,1990-12-07,105,7.715,12318,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Alan Arkin']",Tim Burton,"['underdog', 'small town', 'unsociability', 'inventor', 'hairdresser', 'isolation', 'scissors', 'burglar', 'love at first sight', 'fairy tale', 'sadness', 'symbolism', 'castle', 'alone', 'flashback', 'tragic love', 'snow', 'gothic', 'told in flashback', 'christmas horror', 'christmas', 'artificial', 'hair salon', 'signs & wonders', 'love story', 'goth', 'frankenstein', 'topiary']",1990,3,Fantasy,4,Johnny Depp,7.7,9.418898064961974,3.6577241281062802,4.663439094112067
429351,12 Strong,False,"['War', 'Drama', 'Action', 'History']",en,37.746,2018-01-18,130,6.286,2778,"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña', 'Navid Negahban']",Nicolai Fuglsig,"['cia', 'based on novel or book', 'afghanistan', 'based on true story', 'taliban', 'post 9/11']",2018,4,War,4,Chris Hemsworth,6.3,7.929846429742503,3.657027524664754,4.875197323201151
1173558,Burning Betrayal,False,"['Romance', 'Mystery', 'Drama']",pt,37.696,2023-10-25,99,5.592,87,"['Giovanna Lancellotti', 'Leandro Lima', 'Camilla de Lucas', 'Bruno Montaleone']",Diego Freitas,['based on novel or book'],2023,3,Romance,4,Giovanna Lancellotti,5.6,4.477336814478207,3.655736235520682,4.605170185988092
63,Twelve Monkeys,False,"['Science Fiction', 'Thriller', 'Mystery']",en,37.695,1995-12-29,129,7.597,7892,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer']",Terry Gilliam,"['biological weapon', 'philadelphia, pennsylvania', 'schizophrenia', 'stockholm syndrome', 'airplane', 'underground', 'insanity', 'asylum', 'shot to death', 'paranoia', 'prison cell', 'dystopia', 'pimp', 'lion', 'post-apocalyptic future', 'time travel', 'florida keys', 'mental breakdown', 'past', 'dormitory', 'insane asylum', 'cockroach', 'volunteer', 'drug use', 'flashback', 'remake', 'psychiatric hospital', 'jail', 'mental institution', 'alternate history', 'disease', 'lethal virus', 'paradox', 'psychiatrist', 'monkey', 'epidemic', 'trapped', 'falling down stairs', 'street life', 'nonlinear timeline', 'medical research', 'tooth', 'pantyhose', 'gas mask', 'psychosis', ""child's point of view"", 'subterranean', 'virus', 'recurring dream', '1990s', 'escaped animal', 'future noir', '2030s', 'cassandra syndrome', 'bullet', 'endless loop', 'stream', 'public nudity', 'vivisection', 'nude pantyhose', 'microbiologist', 'real movie shown in fictional situation', 'kick in face', 'eating spider', 'reference to houdini', 'abandoned theater', 'tied to a bed', 'psychiatric care', 'hiding in a barn', 'male rear nudity', 'reference to cassandra', 'biblical quote', 'person in a car trunk', 'watching a movie', 'world war one', 'lab animal', 'cassandra complex']",1995,3,Science Fiction,4,Bruce Willis,7.6,8.973731569708402,3.6557103927224226,4.867534450455582
9360,Anaconda,False,"['Adventure', 'Horror', 'Thriller']",en,37.682,1997-04-11,89,5.179,2332,"['Jennifer Lopez', 'Jon Voight', 'Kari Wuhrer', 'Ice Cube']",Luis Llosa,"['human vs nature', 'snake', 'predator', 'movie business', 'expedition', 'amazon rainforest', 'jungle', 'creature', 'hunting', 'anaconda', 'killer snake', 'riverboat', 'amazon river', 'animal horror', 'killer expedition', 'rainforest river', 'river ravine']",1997,3,Adventure,4,Jennifer Lopez,5.2,7.75491027202143,3.655374375556538,4.499809670330265
23398,Alvin and the Chipmunks: The Squeakquel,False,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",en,37.624,2009-12-21,88,5.629,2750,"['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long']",Betty Thomas,"['chipmunk', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director', 'live action and animation']",2009,5,Comedy,4,Zachary Levi,5.6,7.919719760924575,3.653873844915121,4.48863636973214
745,The Sixth Sense,False,"['Mystery', 'Thriller', 'Drama']",en,37.601,1999-08-06,107,7.948,11038,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams']",M. Night Shyamalan,"['dying and death', 'child abuse', 'philadelphia, pennsylvania', 'sense of guilt', 'afterlife', 'marriage crisis', 'loss of loved one', 'confidence', 'psychology', 'paranormal phenomena', 'single', 'psychological thriller', 'cowardliness', 'single mother', 'school play', 'ghost', 'child', 'spiritism', 'ghost child']",1999,3,Mystery,4,Bruce Willis,7.9,9.309189736018352,3.6532781828709626,4.68213122712422
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,False,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",ja,37.573,2012-06-23,98,7.253,372,"['Hiroaki Iwanaga', 'Takahiro Sakurai', 'Toa Yukinari', 'Takahiro Fujiwara']",Toshiyuki Kubooka,"['mercenary', 'sorcery', 'gore', 'sword fight', 'based on manga', 'demon', 'middle ages (476-1453)', 'dark fantasy', 'seinen']",2012,5,Action,4,Hiroaki Iwanaga,7.3,5.921578419643816,3.6525525498539206,4.59511985013459
1880,Red Dawn,False,"['Action', 'Thriller', 'War', 'Drama']",en,37.546,1984-08-10,114,6.275,735,"['Patrick Swayze', 'Charlie Sheen', 'C. Thomas Howell', 'Lea Thompson']",John Milius,"['guerrilla warfare', 'future', 'fight', 'colorado', 'invasion', 'anti-communism', 'fighting', 'school shooting', 'red army', 'town']",1984,4,Action,4,Patrick Swayze,6.3,6.601230118728877,3.6518523332768598,4.74493212836325
586353,The Master and Margarita,False,"['Drama', 'Fantasy']",ru,37.529,2024-01-25,157,6.333,3,"['Yevgeni Tsyganov', 'Yuliya Snigir', 'August Diehl', 'Yuri Kolokolnikov']",Michael Lockshin,"['soviet union', 'writer', 'censorship', 'moscow, russia', '1930s']",2024,2,Drama,4,Yevgeni Tsyganov,6.3,1.3862943611198906,3.6514112044990283,5.062595033026967
353486,Jumanji: Welcome to the Jungle,False,"['Adventure', 'Comedy', 'Fantasy']",en,37.519,2017-12-09,119,6.826,13052,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan']",Jake Kasdan,"['video game', 'fighter', 'sequel', 'detention', 'explorer', 'based on movie', 'gaming', 'quest', 'cartographer', 'action hero', 'zoologist', 'based on young adult novel']",2017,3,Adventure,4,Dwayne Johnson,6.8,9.47677327138879,3.651151626052965,4.787491742782046
23483,Kick-Ass,False,"['Action', 'Crime']",en,37.486,2010-03-22,117,7.121,11178,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Nicolas Cage', 'Lyndsy Fonseca']",Matthew Vaughn,"['hero', 'secret identity', 'crime fighter', 'superhero', 'dark comedy', 'comic book', 'based on comic', 'murder', 'mafia', 'family', 'realism', 'mist', 'adventurer', 'rookie', 'young heroes', 'young adult', 'criminal heroes', 'unlikely heroes', 'heroes', 'pretending to be gay']",2010,2,Action,4,Aaron Taylor-Johnson,7.1,9.321792297270326,3.6502945387983674,4.770684624465665
162714,Movie Mad,False,['Animation'],en,37.464,1931-08-28,7,6.5,4,[],Ub Iwerks,[],1931,1,Animation,0,Nicolas Cage,6.5,1.6094379124341003,3.6497227389127422,2.0794415416798357
13690,Open Season 2,False,"['Adventure', 'Animation', 'Comedy', 'Family']",en,37.463,2008-09-24,76,5.846,1155,"['Joel McHale', 'Mike Epps', 'Cody Cameron', 'Georgia Engel']",Matthew O'Callaghan,"['deer', 'sequel', 'bear', 'dog', 'animal', 'dachshund']",2008,4,Adventure,4,Joel McHale,5.8,7.052721049232323,3.6496967402386735,4.343805421853684
268,Batman,False,"['Fantasy', 'Action', 'Crime']",en,37.456,1989-06-21,126,7.224,7334,"['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Michael Gough']",Tim Burton,"['dual identity', 'double life', 'chemical', 'crime fighter', 'superhero', 'villain', 'based on comic', 'mobster', 'organized crime', 'criminal', 'super power', 'madness', 'good versus evil']",1989,3,Fantasy,4,Michael Keaton,7.2,8.900412690577083,3.6495147305916595,4.844187086458591
1134754,172 Days,False,"['Drama', 'Romance']",id,37.447,2023-11-23,103,5.955,11,"['Yasmin Napper', 'Bryan Domani', 'Abun Sungkar', 'Yoriko Angeline']",Hadrah Daeng Ratu,[],2023,2,Drama,4,Yasmin Napper,6.0,2.4849066497880004,3.6492806695006466,4.6443908991413725
8835,Legally Blonde,False,"['Comedy', 'Romance']",en,37.441,2001-07-13,96,6.748,3720,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair', 'Matthew Davis']",Robert Luketic,"['father murder', 'blonde', 'superficiality', 'beauty salon', 'law school', 'murder', 'chihuahua', 'girl power', 'toy dog', 'blonde stereotype', 'proving oneself', 'murder confession']",2001,2,Comedy,4,Reese Witherspoon,6.7,8.221747728346623,3.649124598331877,4.574710978503383
357096,I Spit on Your Grave III: Vengeance Is Mine,False,"['Horror', 'Thriller']",en,37.437,2015-10-01,91,5.741,883,"['Sarah Butler', 'Jennifer Landon', 'Jeff Branson', 'Harley Jane Kozak']",R.D. Braunstein,"['rape', 'police', 'detective', 'group therapy', 'investigation', 'sequel', 'revenge', 'murder', 'torture', 'attempted rape', 'rape and revenge']",2015,2,Horror,4,Sarah Butler,5.7,6.784457062637643,3.649020537352049,4.5217885770490405
16366,Joseph: King of Dreams,False,"['Family', 'Animation', 'Fantasy']",en,37.437,2000-11-07,74,6.801,942,"['Ben Affleck', 'Mark Hamill', 'Richard Herd', 'Maureen McGovern']",Rob LaDuca,"['faith', 'bible', 'ancient egypt', 'christian film']",2000,3,Family,4,Ben Affleck,6.8,6.849066282633458,3.649020537352049,4.31748811353631
10545,The Hunchback of Notre Dame,False,"['Drama', 'Animation', 'Family']",en,37.418,1996-06-21,91,7.104,4731,"['Tom Hulce', 'Demi Moore', 'Heidi Mollenhauer', 'Tony Jay']",Gary Trousdale,"['dance', 'paris, france', 'based on novel or book', 'judge', 'sword', 'obsession', 'mockery', 'ugliness', 'cathedral', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'notre dame cathedral', 'witch hunt', '15th century']",1996,3,Drama,4,Tom Hulce,7.1,8.462103225098277,3.64852609976472,4.5217885770490405
522627,The Gentlemen,False,"['Action', 'Crime', 'Comedy']",en,37.417,2020-01-01,113,7.678,5303,"['Matthew McConaughey', 'Charlie Hunnam', 'Henry Golding', 'Michelle Dockery']",Guy Ritchie,"['london, england', 'robbery', 'businessman', 'dark comedy', 'betrayal', 'marijuana', 'business', 'jewish american', 'gunfight', 'brutality', 'american abroad', 'irishman', 'scheme', 'gangsters']",2020,3,Action,4,Matthew McConaughey,7.7,8.576216531865699,3.648500069960593,4.736198448394496
4258,Scary Movie 5,False,['Comedy'],en,37.416,2013-04-11,86,4.813,2667,"['Ashley Tisdale', 'Simon Rex', 'Charlie Sheen', 'Gracie Whitton']",Malcolm D. Lee,"['ballet dancer', 'parody', 'sequel', 'spoof', 'horror spoof', 'demonic possession', 'paranormal activity', 'aftercreditsstinger', 'duringcreditsstinger', 'horror parody']",2013,1,Comedy,4,Ashley Tisdale,4.8,7.889084407035514,3.6484740394788973,4.465908118654584
406990,What Happened to Monday,False,"['Science Fiction', 'Thriller', 'Drama', 'Mystery', 'Action']",en,37.414,2017-08-18,123,7.165,5790,"['Noomi Rapace', 'Glenn Close', 'Willem Dafoe', 'Marwan Kenzari']",Tommy Wirkola,"['chase', 'dystopia', 'investigation', 'fake identity', 'overpopulation', 'betrayal', 'conspiracy', 'execution', 'alternate reality', 'population control', 'secrecy', 'septuplets', '2070s']",2017,5,Science Fiction,4,Noomi Rapace,7.2,8.66406026722579,3.6484219764826604,4.820281565605037
384843,Temptation of Angel,False,['Drama'],ja,37.391,1979-12-22,109,5.5,2,"['Momoe Yamaguchi', 'Tomokazu Miura', 'Shōhei Hino', 'Keizo Kanie']",Toshiya Fujita,[],1979,1,Drama,4,Momoe Yamaguchi,5.5,1.0986122886681098,3.6478230571235684,4.700480365792417
10501,The Road to El Dorado,False,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",en,37.386,2000-03-31,89,7.252,3545,"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante']",Bibo Bergeron,"['gold', 'horse', 'cartoon', 'musical', 'con artist', 'sword fight', 'adventurer', '16th century', 'conquistador', 'el dorado', 'age of discovery']",2000,5,Family,4,Kenneth Branagh,7.3,8.173575486634153,3.6476928097836865,4.499809670330265
11969,Tombstone,False,"['Western', 'Action']",en,37.372,1993-12-25,130,7.598,1950,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton']",George P. Cosmatos,"['right and justice', 'saloon', 'arizona', 'retirement', 'historical figure', 'wyatt earp', 'doc holliday', 'gambler', 'tuberculosis', 'gunfighter', 'tombstone arizona', '19th century', 'ok corral']",1993,2,Western,4,Kurt Russell,7.6,7.576097340623111,3.647328026955701,4.875197323201151
11212,Baby's Day Out,False,"['Family', 'Comedy', 'Adventure', 'Crime', 'Drama']",en,37.365,1994-07-01,99,6.295,1242,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano', 'Brian Haley']",Patrick Read Johnson,"['chicago, illinois', 'baby', 'kidnapping', 'gorilla', 'stupidity', 'hoodlum', 'child kidnapping', 'lost child', 'baby protagonist', 'child outsmarts adult']",1994,5,Family,4,Joe Mantegna,6.3,7.1252830915107115,3.6471455856296284,4.605170185988092
9598,Babe,False,"['Fantasy', 'Drama', 'Comedy', 'Family']",en,37.362,1995-07-18,91,6.2,2712,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving']",Chris Noonan,"['farm', 'sheep', 'pig', 'alarm clock', 'cat', 'duck', 'heroism', 'affection', 'piglet', 'anthropomorphism', ""based on children's book"", 'dog', 'separation', 'farmer', 'grandson', 'sheepdog', 'talking pig', 'christmas']",1995,4,Fantasy,4,Christine Cavanaugh,6.2,7.905810312658931,3.6470673862994962,4.5217885770490405
28676,Amazonia: The Catherine Miles Story,False,"['Adventure', 'Drama', 'Horror']",it,37.343,1985-08-09,90,6.061,165,"['Elvire Audray', 'Will Gonzales', 'Andrea Coppola', 'Dick Campbell']",Mario Gariazzo,"['prisoner', 'amazon rainforest', 'cannibal', 'slave', 'native peoples']",1985,3,Adventure,4,Elvire Audray,6.1,5.111987788356544,3.646571981817687,4.51085950651685
250546,Annabelle,False,['Horror'],en,37.311,2014-10-02,99,5.765,5853,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard']",John R. Leonetti,"['prequel', 'evil doll', 'killer doll', 'spirit', 'demon', 'spin off', 'doll', 'demonic possession', 'ghost', 'killer toys', 'toy comes to life', 'the conjuring universe']",2014,1,Horror,4,Annabelle Wallis,5.8,8.674880467251832,3.6457370612170945,4.605170185988092
820067,The Quintessential Quintuplets Movie,False,"['Animation', 'Comedy', 'Romance']",ja,37.307,2022-05-20,136,8.4,346,"['Yoshitsugu Matsuoka', 'Kana Hanazawa', 'Ayana Taketatsu', 'Miku Ito']",Masato Jimbo,"['adolescence', 'harem', 'sister', 'romance', 'slice of life', 'school', 'based on manga', 'anime']",2022,3,Animation,4,Yoshitsugu Matsuoka,8.4,5.849324779946859,3.645632647110654,4.919980925828125
298250,Jigsaw,False,"['Horror', 'Mystery', 'Thriller']",en,37.299,2017-10-25,92,6.2,3474,"['Matt Passmore', 'Tobin Bell', 'Callum Keith Rennie', 'Hannah Anderson']",Michael Spierig,"['sadism', 'gore', 'sequel', 'flashback', 'torture', 'death', 'survival horror', 'death match', 'suicide by hanging', 'mind game', 'abduction', 'death game']",2017,3,Horror,4,Matt Passmore,6.2,8.153349757998892,3.645423786185163,4.532599493153256
45233,Blade Violent,False,"['Action', 'Crime', 'Horror']",en,37.294,1983-05-06,88,4.3,52,"['Laura Gemser', 'Gabriele Tinti', 'Ursula Flores', 'Maria Romano']",Bruno Mattei,"['prison', 'rape', 'exploitation', ""women's prison"", 'sequel', 'sexploitation', 'torture', 'lesbian sex', 'corrupt official', 'sex']",1983,3,Action,4,Laura Gemser,4.3,3.970291913552122,3.645293225951013,4.48863636973214
1211199,"Thank You, I'm Sorry",False,"['Comedy', 'Drama']",sv,37.272,2023-12-26,91,5.5,16,"['Sanna Sundqvist', 'Ia Langhammer', 'Ville Virtanen', 'Jonatan Rodriguez']",Lisa Aschan,['pregnant woman'],2023,2,Comedy,4,Sanna Sundqvist,5.5,2.833213344056216,3.6447185583281665,4.5217885770490405
1010928,Wingwomen,False,"['Action', 'Comedy', 'Drama']",fr,37.264,2023-11-01,114,6.119,312,"['Mélanie Laurent', 'Adèle Exarchopoulos', 'Isabelle Adjani', 'Manon Bresch']",Mélanie Laurent,"['art thief', 'based on graphic novel', 'woman director']",2023,3,Action,4,Mélanie Laurent,6.1,5.746203190540153,3.6445095063779958,4.74493212836325
11881,Miracle on 34th Street,False,"['Comedy', 'Drama', 'Family']",en,37.245,1947-06-04,96,7.352,683,"[""Maureen O'Hara"", 'John Payne', 'Edmund Gwenn', 'Natalie Wood']",George Seaton,"['court', 'judge', 'parent child relationship', 'holiday', 'department store', 'santa claus', 'thanksgiving', 'psychologist', 'lawyer', 'little girl', 'black and white', 'single mother', 'district attorney', 'skepticism', 'holiday season', 'commercialism', 'christmas', 'rationalism', 'loss of faith', 'mother daughter relationship']",1947,3,Comedy,4,Maureen O'Hara,7.4,6.52795791762255,3.6440128327738295,4.574710978503383
55301,Alvin and the Chipmunks: Chipwrecked,False,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",en,37.211,2011-12-14,87,5.7,2052,"['Jason Lee', 'David Cross', 'Jenny Slate', 'Justin Long']",Mike Mitchell,"['sequel', 'chipmunk', 'cruise ship', 'live action and animation', 'overboard']",2011,5,Comedy,4,Jason Lee,5.7,7.627057417018934,3.643123432275732,4.477336814478207
